iter;;
0;10,1218384;9,949271383
1;10,03191437;9,642695656
2;9,946846003;9,636386726
3;9,908431819;9,495562833
4;9,906346632;9,323462182
5;9,889086399;9,373102532
6;9,864807939;9,203815565
7;9,791239388;9,386932729
8;9,742221919;9,368019311
9;9,712255849;9,346969023
10;9,702817453;9,219304842
11;9,677807014;9,265696567
12;9,675648301;9,199936762
13;9,5959642;9,259153228
14;9,595243061;9,188983308
15;9,514888951;9,148346269
16;9,449848141;9,159784807
17;9,404870572;9,132963339
18;9,336388875;9,123812948
19;9,366233444;9,094777477
20;9,310191461;9,099849134
21;9,309131826;9,129374304
22;9,241295006;9,093564806
23;9,215382314;9,083981944
24;9,17017938;9,055516662
25;9,245701638;9,038442404
26;9,154174283;9,039924367
27;9,134301002;9,029634059
28;9,123075747;9,029095632
29;9,09734981;9,031697867
30;9,077506568;9,016469303
31;9,066497071;9,024556935
32;9,060604983;9,018546969
33;9,062585186;9,013438598
34;9,047978309;9,02126365
35;9,038968637;9,00979298
36;9,028227929;9,012487908
37;9,026784858;9,010592942
38;9,020428563;9,009055675
39;9,018494438;9,010945427
40;9,016394796;9,006794031
41;9,015711944;9,010057155
42;9,015497747;9,008574313
43;9,016153505;9,00719249
44;9,016289015;9,008581124
45;9,016366864;9,008331339
46;9,016406489;9,008962193
47;9,015289673;9,00783334
48;9,014077882;9,007823728
49;9,013859324;9,008756711
