iter;;
0;10,10510226;9,956497036
1;10,06978835;9,841426944
2;9,986777592;9,581983892
3;9,92892433;9,537179878
4;9,909923397;9,46150176
5;9,878390486;9,460517692
6;9,896933165;9,490765708
7;9,812302089;9,414773341
8;9,79842134;9,395977773
9;9,692917811;9,410106189
10;9,679541708;9,297890612
11;9,594997709;9,161517523
12;9,574145329;9,131640904
13;9,610990486;9,211750857
14;9,513263718;9,17931373
15;9,498703869;9,095016151
16;9,523064072;9,213343125
17;9,482107865;9,116788596
18;9,414185446;9,138869953
19;9,375349488;9,110111331
20;9,395811035;9,125419755
21;9,322640246;9,122287545
22;9,291108069;9,059814643
23;9,266252687;9,06250782
24;9,235938263;9,058636324
25;9,239885741;9,053999011
26;9,176367788;9,04077166
27;9,193962247;9,053641857
28;9,150040681;9,028196749
29;9,1186728;9,024020284
30;9,104995262;9,026221645
31;9,09503857;9,021578701
32;9,068073815;9,01651821
33;9,056027395;9,019071295
34;9,047111756;9,017949337
35;9,041755307;9,018086935
36;9,036625751;9,012332261
37;9,030143823;9,015263349
38;9,028111963;9,012659573
39;9,025962856;9,011075655
40;9,022429382;9,013167129
41;9,019265573;9,010820611
42;9,017408214;9,011449783
43;9,016194364;9,008190085
44;9,016680891;9,009042876
45;9,014948076;9,008290789
46;9,014211017;9,00684088
47;9,013149979;9,00868073
48;9,012790805;9,006562514
49;9,012682109;9,006242039
