iter;;
0;10,11445144;9,974636362
1;10,0766598;9,734737892
2;9,964538484;9,64733911
3;9,908777526;9,522216932
4;9,912832877;9,512314309
5;9,865713361;9,3304388
6;9,836580069;9,456655559
7;9,819757214;9,373210432
8;9,77323382;9,362018569
9;9,738585139;9,294967159
10;9,687648356;9,41541759
11;9,632403829;9,294270424
12;9,64847824;9,321724273
13;9,579443595;9,149962941
14;9,602168939;9,249430053
15;9,575808735;9,263740435
16;9,501321879;9,191167593
17;9,466126645;9,174184801
18;9,444523935;9,154600853
19;9,434712393;9,182535207
20;9,354755999;9,187210503
21;9,318606696;9,189907194
22;9,281078096;9,13872412
23;9,251453753;9,147746163
24;9,247340763;9,151004761
25;9,231866603;9,144467658
26;9,200587391;9,11833921
27;9,194180126;9,132483328
28;9,20542098;9,122925165
29;9,180786755;9,104537271
30;9,173920899;9,092968039
31;9,166187285;9,11260603
32;9,160943589;9,115529879
33;9,181394134;9,086667299
34;9,201162203;9,066416762
35;9,173159872;9,07004478
36;9,202249115;9,071604527
37;9,180983688;9,075726237
38;9,216808158;9,045596878
39;9,243529958;9,063910523
40;9,183779223;9,05308893
41;9,162692865;9,058792086
42;9,194621181;9,041305707
43;9,208686127;9,047923596
44;9,146324389;9,034528396
45;9,145841683;9,04067979
46;9,16746195;9,037708651
47;9,183248677;9,032877648
48;9,149612738;9,029588069
49;9,110757382;9,029696972
