gen,ind,is_viable,graph_sig,nu,fitness,best_prog,from_cache,eval_budget
2,1,False,ed2189a2bf40fea3361a5f2c7b4aeead617b81fb,0,-1000000.0,0.0,False,NA
2,2,False,c157c8efbe3fb365f3e9f9e5245a530cb72c339c,0,-1000000.0,0.0,False,NA
2,3,False,227398fcabed1e460183a3106d0b382bbeebd5ef,0,-1000000.0,0.0,False,NA
2,4,False,e33996f880d2928b5f1bc3689335c7ddd25e1a63,0,-1000000.0,0.0,False,NA
2,5,False,68bd36eb8e3775f209dd151d65abfe3dc6a0740b,0,-1000000.0,0.0,False,NA
2,6,False,543704afd2c86214c7cbeedddd7edf76f30c5e47,0,-1000000.0,0.0,False,NA
2,7,False,e8a2a0bc286ab6d43edb665d0b41ba6d9b646eb5,0,-1000000.0,0.0,False,NA
2,8,False,6a67c367ee4a11b417e6bf4e48666947486eeccd,0,-1000000.0,0.0,False,NA
2,9,False,14da51f8e62af2d6f7c15b32e6d385b67514ccf7,0,-1000000.0,0.0,False,NA
2,10,False,555130c383d843d71f11ed9b9a14359931a2f7b6,0,-1000000.0,0.0,False,NA
2,11,False,6f63edc6f7f666929616adcbb26140778efd6c14,0,-1000000.0,0.0,False,NA
2,12,False,18bd4a35489f1dd168884545cfda0c4bf9599394,0,-1000000.0,0.0,False,NA
2,13,False,58ff37a029020dfbd391d6078535421de4837c2c,0,-1000000.0,0.0,False,NA
2,14,False,7ad1cbd611fdae5e14d3d45ed061318bd6d60a91,0,-1000000.0,0.0,False,NA
2,15,False,775d56db0206d8cae9a5cb23307dcf2122fdf411,0,-1000000.0,0.0,False,NA
2,16,False,dd5fbddea57736cd891a059bb7e0932ee166b6a2,0,-1000000.0,0.0,False,NA
2,17,False,fab42f645665a67811790645c2c01e2ccf184462,0,-1000000.0,0.0,False,NA
2,18,False,53b0a4901c00e32969a0c0e5e32f34ab1e538d45,0,-1000000.0,0.0,False,NA
2,19,False,9d2f6239755751475e680001633a9d9d8a4006b3,0,-1000000.0,0.0,False,NA
3,0,False,3c920e44d78596f4c6645bffe912585f88c71bea,0,-1000000.0,0.0,False,NA
3,1,False,569e6f98e4110f22c34ce3f4caf25668704dd5a6,0,-1000000.0,0.0,False,NA
3,2,False,08b0921fee2409ac7982a879ed324a85dac2404d,0,-1000000.0,0.0,False,NA
3,3,False,8d51aadabcda3dce24ad158e9f76e27bac6ed788,0,-1000000.0,0.0,False,NA
3,4,False,b1f3464c4d3811f3a8067cd5a91b97dcc41e4b85,0,-1000000.0,0.0,False,NA
3,5,False,4116642bf927a3618ea3e43dd65cf4214212db3c,0,-1000000.0,0.0,False,NA
3,6,False,21dd7fe5a3bd344437aac4517839c88b0a62dc0a,0,-1000000.0,0.0,False,NA
3,7,False,ebb17e2b7d38bfefd02b9b59e2b12085ef2fa94d,0,-1000000.0,0.0,False,NA
3,8,False,195ad9af6f0bb0243f0d0c073ae7e593d319b6dc,0,-1000000.0,0.0,False,NA
3,9,False,2fbeb952bc48214d3c13944cb8b645f779982512,0,-1000000.0,0.0,False,NA
3,10,False,49dde6bdbd78e0e21fe10bf6e8372716fff66a4e,0,-1000000.0,0.0,False,NA
3,11,False,c08c28ed7428717f5e8f378ab8dc1ef2f7689732,0,-1000000.0,0.0,False,NA
3,12,False,7baca3e2bbeb9495d0e174ed2806117ea8017742,0,-1000000.0,0.0,False,NA
3,13,False,a1b34f8c1c723fbeca2cbcd1d42011abfed50af1,0,-1000000.0,0.0,False,NA
3,14,False,c7a9b7687a02113a97d5be75f7d4bf3eb2a66a4d,0,-1000000.0,0.0,False,NA
3,15,False,568450d9059cc3e623c05a76332a090505175e3a,0,-1000000.0,0.0,False,NA
3,16,False,cdcd9ac0a82df64e759e6f1ffa902989d6b953e2,0,-1000000.0,0.0,False,NA
3,17,False,2de1c6bd11b1ebbcbe139726a7e3ea0977d933ee,0,-1000000.0,0.0,False,NA
3,18,False,12cfa4e6331c106b1bc4f6761770da8daa600ae2,0,-1000000.0,0.0,False,NA
3,19,False,8b2acafe1db9c2bc413478346b467d51a398bb3b,0,-1000000.0,0.0,False,NA
4,0,False,c353b98f0f56db3dde8c803aa9c1a0dacb9b2b49,0,-1000000.0,0.0,False,NA
4,1,False,8cef3dc05220c30d83754c54dcbba16305a866b8,0,-1000000.0,0.0,False,NA
4,2,False,dbd67070da39793f51ace388798e9a3f83f1611c,0,-1000000.0,0.0,False,NA
4,3,False,83837f18da3a272e51af23a6fd807d5e3caadcea,0,-1000000.0,0.0,False,NA
4,4,False,ad50e16239dd2a28069faee000806ea8893f5eee,0,-1000000.0,0.0,False,NA
4,5,False,637c35691a1c521c9bb098620454b6f7e00a5d14,0,-1000000.0,0.0,False,NA
4,6,False,df9d03a4fcd2edde223673b9611138fca8412082,0,-1000000.0,0.0,False,NA
4,7,False,b8e02222fab39d5eeb48a6cac3e2c5325998d5b5,0,-1000000.0,0.0,False,NA
4,8,False,ba76f3b07039bbe8ee935e0651fccad1c1069018,0,-1000000.0,0.0,False,NA
4,9,False,1e391028cfbdb1381cb37e19c9fa99e685f759d9,0,-1000000.0,0.0,False,NA
4,10,False,84eb07605502dce85c1d9ef29a7f039c599143ab,0,-1000000.0,0.0,False,NA
4,11,False,7f1ac81ee52e836c09ebf90fdb1e5ed4c112f668,0,-1000000.0,0.0,False,NA
4,12,False,6b72bca29509860e48a2c8a6c41917e5baf50c58,0,-1000000.0,0.0,False,NA
4,13,False,49631b65a63bd416d07eb14925f9cabae4c52bda,0,-1000000.0,0.0,False,NA
4,14,False,11995a88b149f734250a6b3c21a24c3aac783069,0,-1000000.0,0.0,False,NA
4,15,False,073e6ef1c161eded3f5eb65d094b23848eb3239b,0,-1000000.0,0.0,False,NA
4,16,False,108ed8c81012008c478a81e179b69f7dd01a79ea,0,-1000000.0,0.0,False,NA
4,17,False,2914e1e07901682786587426b7a6c2a2b29fe8f2,0,-1000000.0,0.0,False,NA
4,18,False,afe9fcc20119e570133a1e36c4bbafcf97e3b5e1,0,-1000000.0,0.0,False,NA
4,19,False,7eda3341c3606bd503024804c1c439f642d246d7,0,-1000000.0,0.0,False,NA
5,0,False,2b9c317ac71c7eb8646f59f3e7b321bcbb6e0598,0,-1000000.0,0.0,False,NA
5,1,False,7a8a383eca1ae640a92a33064eaa1fee1b4b52e9,0,-1000000.0,0.0,False,NA
5,2,False,6021aeda47630cdfcd036d1965efd04e29f37461,0,-1000000.0,0.0,False,NA
5,3,False,bfa3539030fa94f1e5f150bee804daa8ff763412,0,-1000000.0,0.0,False,NA
5,4,False,a8a42769689633278d275bb8ec8e49fffbadb199,0,-1000000.0,0.0,False,NA
5,5,False,8d811ca9739d22fcf962122c8d35819a105daf1f,0,-1000000.0,0.0,False,NA
5,6,False,d9b0922153236a4b2234ca22cd5a6ef1ae041b13,0,-1000000.0,0.0,False,NA
5,7,False,5dba4ad4c071b431c568620fb0833d2f83837995,0,-1000000.0,0.0,False,NA
5,8,False,d8e40b6ccebe676b69ba070df1dcfdb4cc88a984,0,-1000000.0,0.0,False,NA
5,9,False,f630748097506153e84989bc2942f2f8bc73715d,0,-1000000.0,0.0,False,NA
5,10,False,edfba02d8222fde4b3ee1f00e4cacad5290710ff,0,-1000000.0,0.0,False,NA
5,11,False,cf46208547f790cd096f36ac37e82401aae55368,0,-1000000.0,0.0,False,NA
5,12,False,1889e9dc524de78f33b0b3c750e1865b9b28c82d,0,-1000000.0,0.0,False,NA
5,13,False,14d776fd156b7c3053ca58041d07d62e4f0b0f8b,0,-1000000.0,0.0,False,NA
5,14,False,b896c5ba5b092dbd17c4e2ac2770730d4a2db203,0,-1000000.0,0.0,False,NA
5,15,False,af1364aee511151357658451c130fc8dd1f2b955,0,-1000000.0,0.0,False,NA
5,16,False,bf5a5b6ee4a52dfe06710550450d30b240aabfd3,0,-1000000.0,0.0,False,NA
5,17,False,f92fea599f35a64b615219029b2f5f0a4003418e,0,-1000000.0,0.0,False,NA
5,18,False,e51c65d9bbc5f804121fc89c59afd82ea3bfad5d,0,-1000000.0,0.0,False,NA
5,19,False,2b0f9f2eb240fc6c3a232477a5ed1057edeef78c,0,-1000000.0,0.0,False,NA
6,0,False,9819c186e9e8f3017eccc1a051fbcd0f88893a94,0,-1000000.0,0.0,False,NA
6,1,False,5f894f2936d7a781a1bb150a4f79e8603828843e,0,-1000000.0,0.0,False,NA
6,2,False,543665f9815311eff58cfe5fc89ac52978b73c3e,0,-1000000.0,0.0,False,NA
6,3,False,113b9643f329efa9a44aeaebb4fd3a7e7a9f4a0a,0,-1000000.0,0.0,False,NA
6,4,False,8d6e64c5c8b837f0aa2782d1fc9fb37b37043054,0,-1000000.0,0.0,False,NA
6,5,False,a9b1c98e11e79c1eb8dfb1d8751a94626728e937,0,-1000000.0,0.0,False,NA
6,6,False,b565f5067baf443f2c5021b73d817fc41ac3ad30,0,-1000000.0,0.0,False,NA
6,7,False,a3e97c903839d263887bc801908e7570977cfbc8,0,-1000000.0,0.0,False,NA
6,8,False,b6e98245fa5de66957d2bd3de1d9e59ec871fbdf,0,-1000000.0,0.0,False,NA
6,9,False,8a059da10d216703c22143a22df914f399055688,0,-1000000.0,0.0,False,NA
6,10,False,bf4b65b279bbabb4420beafb37b9859859fc33aa,0,-1000000.0,0.0,False,NA
6,11,False,4177562488006c0be5b5a1898c67d0801f044492,0,-1000000.0,0.0,False,NA
6,12,False,cc28e91179993cecab9221b0e31259ae60851b31,0,-1000000.0,0.0,False,NA
6,13,False,8919424cabc18515be9684a5d8dfe11fc283660b,0,-1000000.0,0.0,False,NA
6,14,False,a6a4ebe4cf6090b0fb08ce54984e7db1a3652ee4,0,-1000000.0,0.0,False,NA
6,15,False,614b2684abc31828752cc9040fa9ff9adf321127,0,-1000000.0,0.0,False,NA
6,16,False,316d921d28b00d2774879a2573614a8901e737a7,0,-1000000.0,0.0,False,NA
6,17,False,6ec0b735f5cdaf4441a82da8384372cee058301b,0,-1000000.0,0.0,False,NA
6,18,False,743a16193195b6880ab4f09e023416d8f2e92bb8,0,-1000000.0,0.0,False,NA
6,19,False,1face5b3e82467256d853a2135870d5765d60cf7,0,-1000000.0,0.0,False,NA
7,0,False,74e619abc0be3cda564e1c9c23a60fef41882082,0,-1000000.0,0.0,False,NA
7,1,False,233ae45075964a906abdc81a4832bde6ff71c135,0,-1000000.0,0.0,False,NA
7,2,False,8dd0c087561ca75981d0eaa93bd6d1327505862c,0,-1000000.0,0.0,False,NA
7,3,False,c0e002c44074739e97c1ee07f27d3ed78d0e35d3,0,-1000000.0,0.0,False,NA
7,4,False,0cdf664228e94fc1fbd40738b4db54614436c832,0,-1000000.0,0.0,False,NA
7,5,False,1cbed57c790da06f82876ffc84a1035fc9ce7f7b,0,-1000000.0,0.0,False,NA
7,6,False,6963339dede6b1f31ad77512984f2aa3219a34fe,0,-1000000.0,0.0,False,NA
7,7,False,08e13d897e50a9d2431d8e0930fc5bd7ec6a3a5e,0,-1000000.0,0.0,False,NA
7,8,False,8ea5eb2289ff20d997c5c47d49c3e77b50c39b89,0,-1000000.0,0.0,False,NA
7,9,False,cf7df5d0d3d5ffef273831c6c192b7c865d0ee64,0,-1000000.0,0.0,False,NA
7,10,False,3331e63c39f4164596f311a009bba10f9c12247b,0,-1000000.0,0.0,False,NA
7,11,False,d8e29c2b21e9762bb0f1b22c41829fe9938e0208,0,-1000000.0,0.0,False,NA
7,12,False,4c1d2421550e8d51870e28a66915a6906affa376,0,-1000000.0,0.0,False,NA
7,13,False,0ca4a81af737729e2ec90ac46f8cb67cb9ae676b,0,-1000000.0,0.0,False,NA
7,14,False,a1dbdd83fcaba205fcbafda578ddd218ec6ec2e3,0,-1000000.0,0.0,False,NA
7,15,False,5debe5288915591397ca69a02bd4622e618a78e9,0,-1000000.0,0.0,False,NA
7,16,False,0828ba196f96c51ac4673d10b76b4f2ee48cd041,0,-1000000.0,0.0,False,NA
7,17,False,03b2b14a6a7c52903b9284f9e4e0637e102c1dd0,0,-1000000.0,0.0,False,NA
7,18,False,825be82c5298d073018eb44b4df377416cbc7044,0,-1000000.0,0.0,False,NA
7,19,False,008657d54e4e65340827f050d12617e9975d08aa,0,-1000000.0,0.0,False,NA
8,0,False,09e2e5847fc49b7cb2d9449593465914ed6561b4,0,-1000000.0,0.0,False,NA
8,1,False,b7f2bb8d35c51856cb32a2c97b389fff234773f0,0,-1000000.0,0.0,False,NA
8,2,False,c734b276fa9cfdbeebe7cabdcdad6f1bda912130,0,-1000000.0,0.0,False,NA
8,3,False,ea46aef56d4bed72ca665d6ef0c343cd5697f9d7,0,-1000000.0,0.0,False,NA
8,4,False,d57d92c30746491b2364e1bba63a4bc5a8cfdfb8,0,-1000000.0,0.0,False,NA
8,5,False,8cbd909797d293d6a54fe0b299a653296386965e,0,-1000000.0,0.0,False,NA
8,6,False,b99df877013a43844493921ace44ba75be97bafc,0,-1000000.0,0.0,False,NA
8,7,False,51b1bf45812c15221605826d4f169f0e53de2bac,0,-1000000.0,0.0,False,NA
8,8,False,b2a7adf5ddab999c0a389f6acdd4d2e11f7e6902,0,-1000000.0,0.0,False,NA
8,9,False,58e4ef705930cc0702a528378de126d0f0adcb52,0,-1000000.0,0.0,False,NA
8,10,False,97ee52e93585b8e9b49d9056a5053773cdbcac13,0,-1000000.0,0.0,False,NA
8,11,False,ce4771a3d6372ce132ff143f738ee997befc0f4f,0,-1000000.0,0.0,False,NA
8,12,False,0d51115eb8e3d424db25dbf22af41b63ef547226,0,-1000000.0,0.0,False,NA
8,13,False,f1503ea27c16ea7ab7f9f7facd0df02036a7a245,0,-1000000.0,0.0,False,NA
8,14,False,a9a517d3b49bc890de0e71e25c9bc654b45fbd17,0,-1000000.0,0.0,False,NA
8,15,False,bc63b0b4ca2d72b4fe8f6fd23031e4b7db74c35f,0,-1000000.0,0.0,False,NA
8,16,False,ffa9180212de332bc529ab2e9b3c38d3db940645,0,-1000000.0,0.0,False,NA
8,17,False,4608e34b31859d5e458c87cfe690dff5f9565176,0,-1000000.0,0.0,False,NA
8,18,False,8b9cc5128abb4351d78ce36066da6f7b52b0aeb2,0,-1000000.0,0.0,False,NA
8,19,False,6cf78180159beaab1e07552ea665dd2a059c8e2a,0,-1000000.0,0.0,False,NA
9,0,False,2485fd0585cc93eaf150b5c04c4023a475351904,0,-1000000.0,0.0,False,NA
9,1,False,7dbafa8ca7055769dc2a58002ea933db899c2c1d,0,-1000000.0,0.0,False,NA
9,2,False,ae24b3e82f7bc9acf093a7b1556377471c2cc7ca,0,-1000000.0,0.0,False,NA
9,3,False,4bd1112667c2218add12eae5fb0c4b11b633bf2a,0,-1000000.0,0.0,False,NA
9,4,False,6479d20c0fd764bb16d7822daabe02bba57a321b,0,-1000000.0,0.0,False,NA
9,5,False,71b3d8e5fd4428b66f0c5623038f00446380fe09,0,-1000000.0,0.0,False,NA
9,6,False,36c27d003bad00746412d50eedd46fad83134e3a,0,-1000000.0,0.0,False,NA
9,7,False,13230644b245235f622bdd3ab643cbc058f567ab,0,-1000000.0,0.0,False,NA
9,8,False,f48e705c41bf145dc841a2bb938d8d6ba2811fa7,0,-1000000.0,0.0,False,NA
9,9,False,75312cc5bd72b80fb5d962f207a640645f12f8e6,0,-1000000.0,0.0,False,NA
9,10,False,18269234d03b19b3278be59805bf7683d4aaba93,0,-1000000.0,0.0,False,NA
9,11,False,32280339932a944600aaa6d7e7fd110e2ac028c7,0,-1000000.0,0.0,False,NA
9,12,False,a4c6793112a732eacd10e6d11a041ed8efea7ebb,0,-1000000.0,0.0,False,NA
9,13,False,90340465f5e281e112adbc999bc50eaae2029e09,0,-1000000.0,0.0,False,NA
9,14,False,3a57e27d353328d25572655ab12cec2d68b36776,0,-1000000.0,0.0,False,NA
9,15,False,29e7b59bc397442871a9eaaee3c5b56b9373d649,0,-1000000.0,0.0,False,NA
9,16,False,67bf2cc2ec50c97db934b890249a2249f3993a4a,0,-1000000.0,0.0,False,NA
9,17,False,c1911a03a13e07dad70997a2c8b996fd4059d81a,0,-1000000.0,0.0,False,NA
9,18,False,0fb95087f45d2cfbfd4c67692bcdf5a7eea01842,0,-1000000.0,0.0,False,NA
9,19,False,f49ae91e3292d961f9b7065cba0773afd42853f1,0,-1000000.0,0.0,False,NA
10,0,False,638e837a557d714a8bb6cdd93bbe4589fdf1778c,0,-1000000.0,0.0,False,NA
10,1,False,f4217e0ce417c62c93551e761059e80a48f8755d,0,-1000000.0,0.0,False,NA
10,2,False,b6d2304da8392088e847025d92d7417b4abd952d,0,-1000000.0,0.0,False,NA
10,3,False,fd75a7f06e43aadf920929901543a9045c1dac94,0,-1000000.0,0.0,False,NA
10,4,False,8e1d97eefc69d28b0a3912d0b2589d768938b7d3,0,-1000000.0,0.0,False,NA
10,5,False,06cc3c2f05ccd6fc13a4709dc1cbd73a470cbfce,0,-1000000.0,0.0,False,NA
10,6,False,bde073c9115a6879c3959e3541be5a1aa52822c8,0,-1000000.0,0.0,False,NA
10,7,False,cdf3e42acb93b096acfa10ec4e33d07ec29533ac,0,-1000000.0,0.0,False,NA
10,8,False,e19f16d87a2776a342af9177e149d07875e1bdf2,0,-1000000.0,0.0,False,NA
10,9,False,2c069b06936507a56f07695f831705ee9f1ed38c,0,-1000000.0,0.0,False,NA
10,10,False,990842ab5d9ac30caf2f73172add3708e58f912a,0,-1000000.0,0.0,False,NA
10,11,False,8397940d99ee5a2df1160e0ca7543b836a36c27b,0,-1000000.0,0.0,False,NA
10,12,False,af83239e7c08c7225daa5d8048fbb25c6a684ff6,0,-1000000.0,0.0,False,NA
10,13,False,100338fa5582b708b2abb887d9764885f001703e,0,-1000000.0,0.0,False,NA
10,14,False,b43522a52c14158d88806ffc6502943bcd902b62,0,-1000000.0,0.0,False,NA
10,15,False,f211c1f7ca5496e5a502efe58ab660ea5abae180,0,-1000000.0,0.0,False,NA
10,16,False,2f2f44c1fa033d90a02d3008ab45f4216b890c52,0,-1000000.0,0.0,False,NA
10,17,False,8765f1059030e590f423cc19e57c5f55183b96ba,0,-1000000.0,0.0,False,NA
10,18,False,e90179b47637424d3e03281d34a01bab130d2022,0,-1000000.0,0.0,False,NA
10,19,False,1f5af8d008b969f7ccf7ff8a4ce30cde3cf15d05,0,-1000000.0,0.0,False,NA
11,0,False,7ddd707caaa07f379472090a4f49978661e2f625,0,-1000000.0,0.0,False,NA
11,1,False,d0b7fee60f1e9141556745b53f718194ee9dd6b7,0,-1000000.0,0.0,False,NA
11,2,False,d7013953c43f722250fa7c17a74568b1790cb3e4,0,-1000000.0,0.0,False,NA
11,3,False,31fce835e53b7bbd9e4066fefd8c231d330ede81,0,-1000000.0,0.0,False,NA
11,4,False,a8d4853222b5b6051d272f3e873d91550808591f,0,-1000000.0,0.0,False,NA
11,5,False,817f4af89e65ec37af3cb52a7028cb6bb4e2b4dc,0,-1000000.0,0.0,False,NA
11,6,False,14cfe2e03b8b09f160b057e96453cc3a08ab2961,0,-1000000.0,0.0,False,NA
11,7,False,cecc1cc17e088689c97102cb2d46d47ddfd54a66,0,-1000000.0,0.0,False,NA
11,8,False,900e8e88679ee855e42a97b00bd2be4416c8d981,0,-1000000.0,0.0,False,NA
11,9,False,a5ecae5e66f32a53dcd4252453ed074c6b789586,0,-1000000.0,0.0,False,NA
11,10,False,9eefc19b90d6550f538177a514aa38bba7fa2ffa,0,-1000000.0,0.0,False,NA
11,11,False,f3d09c9156152f0a59a755c9254dbb80efbef853,0,-1000000.0,0.0,False,NA
11,12,False,5ea22e145f66dbc1fca9b158ae64e13e073bb172,0,-1000000.0,0.0,False,NA
11,13,False,a8f027f17561ca3f14def3ab2f1367a9a2486330,0,-1000000.0,0.0,False,NA
11,14,False,5067764561839650b2540f175952638da5c323b1,0,-1000000.0,0.0,False,NA
11,15,False,ddc7a313c9b0a1f0b08ad95bdd6093b7fbf004b3,0,-1000000.0,0.0,False,NA
11,16,False,e4aa1f11f99b4549ae9a5fb4677ba1c039dd52d8,0,-1000000.0,0.0,False,NA
11,17,False,7ab3830247d4ddae5d122cfeb20d872c61fdd941,0,-1000000.0,0.0,False,NA
11,18,False,6b63eaf2a79668b4644c8d5426a41bbd611ff088,0,-1000000.0,0.0,False,NA
11,19,False,2b0dea424c897a2f3c15ac94eec9ffcf087e1d72,0,-1000000.0,0.0,False,NA
12,0,False,79cdc66a3826514772f393911b789c1aae860351,0,-1000000.0,0.0,False,NA
12,1,False,2399c1b685e4c5163805aa53e43acb9cb452c7a1,0,-1000000.0,0.0,False,NA
12,2,False,9987aa3c1204f8743f2bef7922baf53b46839ac2,0,-1000000.0,0.0,False,NA
12,3,False,d2b89a8910cadb510a9d047d624017459be2778e,0,-1000000.0,0.0,False,NA
12,4,False,6fcbc1a5691243a36c8207fc61b5ae3b9e4042b7,0,-1000000.0,0.0,False,NA
12,5,False,298572e2709a566e7f3f5207be2599f3ff295fea,0,-1000000.0,0.0,False,NA
12,6,False,056e24f9ae980acf4d05f7d7c59a8156da785e29,0,-1000000.0,0.0,False,NA
12,7,False,f30cb14aa3b54610360fa778fb9bec81cc507013,0,-1000000.0,0.0,False,NA
12,8,False,5eb8185c93e574abb7c45b702a3a62c561571c56,0,-1000000.0,0.0,False,NA
12,9,False,e5b1be599aff410c48e2d898b5b01d374b29b635,0,-1000000.0,0.0,False,NA
12,10,False,69ce8212d3843658b18febc0a78d236dd0a016ce,0,-1000000.0,0.0,False,NA
12,11,False,451bc6d3c3e6088e3ccefbd83327288a2634eb1f,0,-1000000.0,0.0,False,NA
12,12,False,1ce4f39bbc2730d7e6e20fd85a90f1827af48a4a,0,-1000000.0,0.0,False,NA
12,13,False,e56c1c81d6010227d255f4681d9528b42adb869f,0,-1000000.0,0.0,False,NA
12,14,False,6014d50e71b366210224bee9bc025415d18556d1,0,-1000000.0,0.0,False,NA
12,15,False,1d090edb51fcbcd7cbaa9427ed08e5a996f04f60,0,-1000000.0,0.0,False,NA
12,16,False,7c092e2f69f91cd6dbd6d30d5539edb0342046e8,0,-1000000.0,0.0,False,NA
12,17,False,97e30fb14df705b20ca7f2004724d7194f5c1ec0,0,-1000000.0,0.0,False,NA
12,18,False,5fc6ad36ed3b7ab187c0a48da082443a2c75a41c,0,-1000000.0,0.0,False,NA
12,19,False,464c61bf5b39265aa2d784593ef216eb1f54903d,0,-1000000.0,0.0,False,NA
13,0,False,e8ea831810544d6594797d53c6a2d32e1d321ffb,0,-1000000.0,0.0,False,NA
13,1,False,b4ca893793d38f809193209e169989f5dc4552aa,0,-1000000.0,0.0,False,NA
13,2,False,7915457194faeab126c6b9b652dadd275d9d1faf,0,-1000000.0,0.0,False,NA
13,3,False,e7fb7db933d9d8e9edf64cf4176f03ee41fd48a7,0,-1000000.0,0.0,False,NA
13,4,False,6485e125c815b9fc3689bd2f74d82e6e8ebb29e7,0,-1000000.0,0.0,False,NA
13,5,False,ce9c76a5b3c23fc0c1ccd6f9ce69b49b724f4467,0,-1000000.0,0.0,False,NA
13,6,False,598931ad26dd19ef6050ce3bbd14ae0994cc562f,0,-1000000.0,0.0,False,NA
13,7,False,46cde46ef29551e17c11b5b207dfc4cace8bed7b,0,-1000000.0,0.0,False,NA
13,8,False,d21606017710a8922dbf24d44c2bdae6c2911ee9,0,-1000000.0,0.0,False,NA
13,9,False,0d811aa04b7689e28283c10db14cd141853ae69c,0,-1000000.0,0.0,False,NA
13,10,False,b8fdc7adeefe5049050f3b96b416f396e3284fa1,0,-1000000.0,0.0,False,NA
