gen,ind,is_viable,graph_sig,nu,fitness,best_prog,from_cache,eval_budget
13,11,False,0a74f7de38f710b8ee095a858eeb610fd313cfd7,0,-1000000.0,0.0,False,NA
13,12,False,496c98f83e8364595e01997f519f45cf808fdbbe,0,-1000000.0,0.0,False,NA
13,13,False,d2a6b64c8154baff0fd47ff37efcdcda0b428f3c,0,-1000000.0,0.0,False,NA
13,14,False,910743f932b37ab7e86abb63a185f753aade8e99,0,-1000000.0,0.0,False,NA
13,15,False,e4cb636b4866e5998b637c868e2121d831634d59,0,-1000000.0,0.0,False,NA
13,16,False,1594cea95fd8aef785f8549eb8666800399b33c1,0,-1000000.0,0.0,False,NA
13,17,False,978e93aaaf150b8f30e8f22f5f2c6052e32a9a95,0,-1000000.0,0.0,False,NA
13,18,False,ce86299236a20aece0bc320802804c956262092f,0,-1000000.0,0.0,False,NA
13,19,False,9b361fad53047af314a71a0f328d13527b7cc7f2,0,-1000000.0,0.0,False,NA
14,0,False,1041cfa2edce29e383e9c3411b00c985e2a9646f,0,-1000000.0,0.0,False,NA
14,1,False,5c45e1b8c80397f7a00f8964cc04e862fdd93650,0,-1000000.0,0.0,False,NA
14,2,False,11423446e343a866dd1776c7d0fc30101b8a5b8d,0,-1000000.0,0.0,False,NA
14,3,False,4852c2d83008b8969d788eb2c4eec67f68a0875d,0,-1000000.0,0.0,False,NA
14,4,False,677299e8e19d63f53aca5170396824e595b78393,0,-1000000.0,0.0,False,NA
14,5,False,3ad370b6544968f48e5c962add2eb07200a96ee9,0,-1000000.0,0.0,False,NA
14,6,False,876307900cd836b53b0468a40dc630c364406797,0,-1000000.0,0.0,False,NA
14,7,False,4808bdfe741e7abd9653994d1c8041fda956b470,0,-1000000.0,0.0,False,NA
14,8,False,82166a0e43f91b3bfa600367c3aa37862a46da95,0,-1000000.0,0.0,False,NA
14,9,False,ccb0700f4b2dfdd2ecc87932740561200ba18bd3,0,-1000000.0,0.0,False,NA
14,10,False,4bab968b8fb4f6536b37eba88ded91c90f3d948b,0,-1000000.0,0.0,False,NA
14,11,False,f10cc41b74a2dd5062e20f8777e4f57289710e62,0,-1000000.0,0.0,False,NA
14,12,False,5be5096628fc2ea76cfec3a2e3a4b5dccd5ebec6,0,-1000000.0,0.0,False,NA
14,13,False,48b84e4b49c368892f8dcb4a50a17f692ea4cdc7,0,-1000000.0,0.0,False,NA
14,14,False,54dbd6f585d8b8ba8f517d00e6e6e74fb424329c,0,-1000000.0,0.0,False,NA
14,15,False,d711a8f8d774ee1e7e2c30861dd67fecd9cfd0aa,0,-1000000.0,0.0,False,NA
14,16,False,d7a5e88d007d9a165d54001fc8068c56fa27fc8b,0,-1000000.0,0.0,False,NA
14,17,False,4786088acf0d126b2a124ff312832fa2014720a5,0,-1000000.0,0.0,False,NA
14,18,False,c95371402b654f793ddff3f1db70b36bafd2b675,0,-1000000.0,0.0,False,NA
14,19,False,1888a71025bb82568ae1a0e1e30b0b544c8529bc,0,-1000000.0,0.0,False,NA
15,0,False,7937815b07b143457fc4829ed000cb06740e97ed,0,-1000000.0,0.0,False,NA
15,1,False,079fdba1d714252825871963ee01701e12b9f64e,0,-1000000.0,0.0,False,NA
15,2,False,aedf75507a23dc26553e8715184d83ec26e1900b,0,-1000000.0,0.0,False,NA
15,3,False,5cdd6ec5bc64c2ae5eb1c6c9a236b982c2d9b360,0,-1000000.0,0.0,False,NA
15,4,False,9f1e13cd9c17c6c4180c9802cbef2e5e36b5a34d,0,-1000000.0,0.0,False,NA
15,5,False,5d2fc0c984b77d032c3e2f4c26eaa1b16fa1685f,0,-1000000.0,0.0,False,NA
15,6,False,3c8e12a63f07438bf13412361b80ad0dc76e9950,0,-1000000.0,0.0,False,NA
15,7,False,f1d63ac990a955edff69621c213af00284765182,0,-1000000.0,0.0,False,NA
15,8,False,96887c67773220c672a3f11816706d3119ed7ab7,0,-1000000.0,0.0,False,NA
15,9,False,b811497fd888ae226609e1f5cacf4f6375badbe9,0,-1000000.0,0.0,False,NA
15,10,False,a73bc02654c4cc0fa61b468d747bf0dd145fdc2c,0,-1000000.0,0.0,False,NA
15,11,False,92cfa68579895b69f5c353837f4eac2da5eb85e7,0,-1000000.0,0.0,False,NA
15,12,False,7159046b48ff819492d053ff6227add0968a5312,0,-1000000.0,0.0,False,NA
15,13,False,3c818493413379853f77ecbb8b9aaeccf52f2f3d,0,-1000000.0,0.0,False,NA
15,14,False,546027e7f340b5e4bfd32b43f1b6b61fd30e0d6c,0,-1000000.0,0.0,False,NA
15,15,False,d8e316584a4eb363f193f8ce01ac9650004f16ce,0,-1000000.0,0.0,False,NA
15,16,False,a97230378a437d0360c7f82f79aa176de9f075d4,0,-1000000.0,0.0,False,NA
15,17,False,357e3daa3148ef3e818a9d0be3d01fa79acca8d2,0,-1000000.0,0.0,False,NA
15,18,False,ab2b9b7f3164e91623ac120f81d873c6a3c92d5e,0,-1000000.0,0.0,False,NA
15,19,False,80a90b71557a3f87c581516d8a3e96926b0346d7,0,-1000000.0,0.0,False,NA
